,Latitude,Longitude,crime,Bathrooms,SQFT,Price,energySiteEUI
7084,42.342552,-71.14492,3,1.0,,2900.0,30.1
7085,42.355423,-71.14678,6,1.0,,1350.0,199.2
7087,42.338535,-71.150826,4,1.0,524,1650.0,42.4
7088,42.3411,-71.15366,2,2.0,,4000.0,144.1
7091,42.3411,-71.15366,2,2.0,,4000.0,144.1
7092,42.339245,-71.15048,4,1.0,,3000.0,42.4
7094,42.340527,-71.15463,2,1.0,,1550.0,144.1
7095,42.337032,-71.1498,3,2.0,1325,3500.0,42.4
7096,42.33973,-71.15413,2,1.0,900,2300.0,144.1
7099,42.34035,-71.14843,4,1.0,,1900.0,166.8
7104,42.342552,-71.14492,3,1.0,1300,2700.0,30.1
7105,42.33935,-71.155075,0,1.0,718,1800.0,83.8
7106,42.357147,-71.157196,3,1.0,,2200.0,307.3
7107,42.34419,-71.14209,7,1.0,638,1800.0,276.4
7108,42.33661,-71.150925,3,1.0,852,2100.0,42.4
7109,42.3407,-71.14721,4,1.0,1325,2650.0,166.8
7110,42.34937,-71.14916,1,1.0,,1850.0,215.3
7113,42.365406,-71.058655,3,1.0,,1785.0,409.3
7115,42.340473,-71.15312,2,1.0,850,1950.0,144.1
7116,42.34223,-71.14528,3,1.0,,2900.0,30.1
7117,42.348442,-71.151344,27,2.0,1100,2300.0,54.9
7118,42.342937,-71.14266,8,1.0,,1825.0,276.4
7123,42.349514,-71.13921,4,1.0,675,1750.0,95.9
7125,42.340042,-71.150246,8,1.0,,2580.0,162.5
7127,42.342815,-71.146736,3,1.0,,1995.0,30.1
7129,42.340527,-71.15463,2,1.0,,1550.0,144.1
7130,42.349636,-71.149414,1,1.0,,2150.0,215.3
7132,42.3411,-71.15366,2,2.0,,4000.0,144.1
7135,42.337032,-71.1498,3,2.0,,3900.0,42.4
7137,42.3411,-71.15366,2,1.0,,3605.0,144.1
7139,42.337387,-71.150246,4,1.0,,1750.0,42.4
7140,42.341965,-71.14797,0,1.0,,1975.0,30.1
7142,42.348442,-71.151344,27,2.0,,2300.0,54.9
7143,42.338894,-71.15059,4,1.0,,2000.0,42.4
7144,42.344112,-71.14118,1,1.0,,1800.0,48.6
7145,42.34379,-71.14591,3,1.0,,1800.0,30.1
7153,42.34185,-71.15058,8,1.5,,3600.0,162.5
7154,42.339825,-71.150475,8,1.0,,1795.0,162.5
7155,42.340473,-71.15312,2,1.0,,1800.0,144.1
7160,42.32637,-71.08296,13,1.0,,2100.0,51.2
7161,42.342133,-71.142845,8,1.0,,2000.0,276.4
7162,42.342552,-71.14492,3,1.5,1300,3300.0,30.1
7165,42.340984,-71.1531,2,2.0,1500,5000.0,144.1
7166,42.342552,-71.14492,3,2.0,1300,3300.0,30.1
7167,42.341293,-71.160645,1,1.0,,2300.0,88.6
7168,42.348972,-71.14127,4,1.0,,1900.0,95.9
7169,42.350304,-71.16062,3,1.0,750,1600.0,87.7
7170,42.350834,-71.15581,2,1.0,,1475.0,108.8
7171,42.35246,-71.16805,0,1.0,,2000.0,121.9
7172,42.337055,-71.14965,3,2.0,,3000.0,42.4
7173,42.348736,-71.1627,3,1.0,1000,2400.0,87.7
7176,42.339333,-71.155785,0,1.0,,1750.0,83.8
7177,42.33935,-71.155075,0,1.0,464,2000.0,83.8
7180,42.342457,-71.156006,1,1.0,1100,2900.0,130.9
7181,42.34808,-71.15163,27,1.5,1375,3100.0,54.9
7183,42.337032,-71.1498,3,2.0,,3600.0,42.4
7186,42.337677,-71.151634,4,1.0,440,1600.0,42.4
7188,42.3469,-71.150215,27,1.0,,2000.0,54.9
7189,42.360226,-71.14581,1,1.0,,2050.0,146.2
7191,42.342056,-71.146416,3,1.0,,1795.0,30.1
7199,42.355556,-71.14926,6,1.0,,1650.0,199.2
7202,42.342133,-71.142845,8,1.0,769,2250.0,276.4
7207,42.342552,-71.14492,3,1.0,,2900.0,30.1
7209,42.34102,-71.147415,4,1.0,,2200.0,166.8
7210,42.339245,-71.15048,4,1.0,,2300.0,42.4
7214,42.34089,-71.15331,2,1.0,570,1550.0,144.1
7217,42.34027,-71.16079,1,1.0,,1885.0,88.6
7219,42.3412,-71.14733,4,1.0,,1800.0,166.8
7220,42.339245,-71.15048,4,1.0,,2300.0,42.4
7221,42.339245,-71.15048,4,1.0,,2300.0,42.4
7222,42.349514,-71.13921,4,1.0,,1800.0,95.9
7224,42.33696,-71.150536,3,2.0,,4000.0,42.4
7225,42.338974,-71.15134,4,1.0,702,2050.0,42.4
7226,42.339523,-71.1563,0,1.0,,1400.0,83.8
7227,42.339245,-71.15048,4,1.0,,2300.0,42.4
7236,42.33661,-71.150925,3,1.0,,1700.0,42.4
7237,42.355812,-71.14909,6,1.0,,1650.0,199.2
7240,42.340298,-71.15279,2,1.0,552,1550.0,144.1
7241,42.32637,-71.08296,13,1.0,,2100.0,51.2
7248,42.339947,-71.15397,2,1.0,,1900.0,144.1
7249,42.339962,-71.153595,2,1.0,1247,2100.0,144.1
7251,42.34289,-71.146484,3,1.0,,1995.0,30.1
7253,42.34312,-71.1439,8,1.0,,1825.0,276.4
7254,42.34009,-71.15039,8,1.0,,2580.0,162.5
7255,42.340347,-71.15363,2,1.0,1247,2100.0,144.1
7256,42.360558,-71.14482,1,1.0,965,2250.0,146.2
7266,42.350105,-71.140305,4,1.0,325,1350.0,95.9
7268,42.340614,-71.153366,2,1.0,,1550.0,144.1
7269,42.33721,-71.14983,3,1.0,640,1850.0,42.4
7270,42.34205,-71.14257,8,1.0,,2000.0,276.4
7271,42.344353,-71.14371,7,1.0,,1785.0,276.4
7273,42.342953,-71.14612,3,1.0,,1995.0,30.1
7274,42.3405,-71.15336,2,1.0,,1950.0,144.1
7275,42.346413,-71.13765,10,1.0,,2300.0,58.6
7276,42.34891,-71.141136,4,1.0,,2100.0,95.9
7279,42.339832,-71.150505,8,1.0,,2580.0,162.5
7282,42.34039,-71.15407,2,1.0,,1900.0,144.1
7285,42.348923,-71.14117,4,1.0,,2100.0,95.9
7289,42.340595,-71.1533,2,1.0,,1550.0,144.1
7290,42.3428,-71.14645,3,1.0,,1995.0,30.1
7292,42.339893,-71.15395,2,1.0,,1900.0,144.1
7293,42.33994,-71.15748,4,1.0,,1811.0,130.9
7296,42.340607,-71.153336,2,1.0,,1550.0,144.1
7297,42.339825,-71.150475,8,1.0,,2580.0,162.5
7300,42.36732,-71.054306,3,1.0,1800,2600.0,155.5
7303,42.344395,-71.14379,7,1.0,,1785.0,276.4
7304,42.342926,-71.14298,8,1.0,,1675.0,276.4
7306,42.351696,-71.16795,0,1.0,,1800.0,121.9
7309,42.348915,-71.14115,4,1.0,,2100.0,95.9
7316,42.340363,-71.14809,4,1.0,,1900.0,166.8
7317,42.34286,-71.14647,3,1.0,,1995.0,30.1
7319,42.342266,-71.14519,3,1.0,,2900.0,30.1
7320,42.349148,-71.140945,4,1.0,,2100.0,95.9
7324,42.3437,-71.14368,8,1.0,,1575.0,276.4
7331,42.340637,-71.15347,2,1.0,,1950.0,144.1
7332,42.343525,-71.143585,8,1.0,,1675.0,276.4
7335,42.346436,-71.137726,10,1.0,,2300.0,58.6
7336,42.348442,-71.151344,27,2.0,,2300.0,54.9
7339,42.340763,-71.15243,2,1.0,,1550.0,144.1
7342,42.37358,-71.06639,3,1.0,,1785.0,189.3
7345,42.35039,-71.162415,3,1.0,,3000.0,87.7
7347,42.338573,-71.1499,4,1.0,,2500.0,42.4
7349,42.3437,-71.14368,8,1.0,,1576.0,276.4
7350,42.340473,-71.15312,2,1.0,,1950.0,144.1
7352,42.346527,-71.13794,10,1.0,,2300.0,58.6
7355,42.352837,-71.1674,0,1.0,,2600.0,121.9
7356,42.337387,-71.150246,4,1.0,,1750.0,42.4
7357,42.340042,-71.1536,2,1.0,,1750.0,144.1
7359,42.3437,-71.14368,8,1.0,,1575.0,276.4
7361,42.340473,-71.15312,2,1.0,,1800.0,144.1
7363,42.3437,-71.14368,8,1.0,,1575.0,276.4
7364,42.342056,-71.146416,3,1.0,,1795.0,30.1
7368,42.34941,-71.14025,4,1.0,,1525.0,95.9
7373,42.3469,-71.150215,27,1.0,,2100.0,54.9
7376,42.34423,-71.141365,7,1.0,,1750.0,276.4
7378,42.343063,-71.150696,2,2.0,,4000.0,188.4
7386,42.349888,-71.160645,3,1.0,,1575.0,87.7
7394,42.35666,-71.15752,3,1.0,,1800.0,307.3
7395,42.340057,-71.15028,8,1.0,,2580.0,162.5
7396,42.342133,-71.142845,8,1.0,,2000.0,276.4
7397,42.346565,-71.137245,10,1.0,,1750.0,58.6
7405,42.340347,-71.15363,2,1.0,,2900.0,144.1
7407,42.343864,-71.14354,8,1.0,600,1300.0,276.4
7410,42.343945,-71.14448,3,1.5,1100,2800.0,30.1
7413,42.341026,-71.15339,2,1.0,,2850.0,144.1
7415,42.340042,-71.1536,2,1.0,,1650.0,144.1
7416,42.342056,-71.146416,3,1.0,,1795.0,30.1
7418,42.34046,-71.15443,2,1.0,,1500.0,144.1
7419,42.34277,-71.14428,3,1.0,,1575.0,30.1
7423,42.342133,-71.142845,8,1.0,,2000.0,276.4
7425,42.34046,-71.15443,2,1.0,,1650.0,144.1
7426,42.340347,-71.15363,2,1.0,1050,2900.0,144.1
7427,42.337708,-71.15107,4,1.0,740,1750.0,42.4
7428,42.3407,-71.14721,4,1.0,1325,2650.0,166.8
7430,42.35349,-71.16962,1,2.0,,2900.0,120.8
7432,42.337444,-71.14972,4,2.0,,1000.0,42.4
7433,42.34998,-71.14029,4,1.0,450,1350.0,95.9
7435,42.339333,-71.155785,0,1.0,717,2000.0,83.8
7436,42.34206,-71.14585,3,1.0,,2200.0,30.1
7443,42.344322,-71.14156,7,1.0,,1695.0,276.4
7444,42.3411,-71.15366,2,2.0,1100,2100.0,144.1
7448,42.349514,-71.13921,4,1.0,660,1900.0,95.9
7454,42.339245,-71.15048,4,1.0,,1800.0,42.4
7459,42.349636,-71.149414,1,1.0,,2150.0,215.3
7461,42.340363,-71.14809,4,1.0,580,1700.0,166.8
7462,42.341457,-71.160484,1,1.0,,2300.0,88.6
7463,42.35225,-71.057434,19,1.0,,3000.0,300.1
7464,42.308636,-71.11581,3,1.0,,3000.0,107.3
7468,42.339523,-71.1563,0,1.0,,1700.0,83.8
7471,42.343815,-71.14191,8,1.0,,1700.0,276.4
7472,42.340126,-71.15354,2,1.0,704,1900.0,144.1
7473,42.341526,-71.15534,4,1.0,,2600.0,130.9
7476,42.340042,-71.150246,8,1.0,690,1795.0,162.5
7477,42.338535,-71.150826,4,1.0,,1950.0,42.4
7478,42.351166,-71.16059,1,1.0,,2600.0,147.0
7479,42.350002,-71.13973,4,1.0,,1325.0,95.9
7481,42.360558,-71.14482,1,1.0,,2250.0,146.2
7482,42.347763,-71.15701,0,1.0,,1400.0,51.8
7484,42.33661,-71.150925,3,1.0,875,3000.0,42.4
7485,42.340347,-71.15363,2,1.0,,2900.0,144.1
7486,42.3412,-71.14733,4,1.0,,1800.0,166.8
7489,42.340527,-71.15463,2,1.0,,1550.0,144.1
7490,42.3437,-71.14368,8,1.0,,1575.0,276.4
7492,42.33995,-71.15744,4,1.0,877,1950.0,130.9
7495,42.34948,-71.16282,3,1.0,,1950.0,87.7
7497,42.340816,-71.156944,4,2.0,,6000.0,130.9
7498,42.355473,-71.14699,6,1.0,,1300.0,199.2
7500,42.33995,-71.15744,4,1.0,,1975.0,130.9
7502,42.33995,-71.15744,4,1.0,,3000.0,130.9
7505,42.352837,-71.1674,0,1.0,1400,2500.0,121.9
7510,42.34653,-71.15116,27,1.0,900,1895.0,54.9
7512,42.342552,-71.14492,3,1.0,,2905.0,30.1
7513,42.33935,-71.155075,0,1.0,,1800.0,83.8
7514,42.349712,-71.14025,4,1.0,,2300.0,95.9
7516,42.343494,-71.14439,3,1.0,,1600.0,30.1
7518,42.340347,-71.15363,2,1.0,,1895.0,144.1
7520,42.336834,-71.1506,3,2.0,,4000.0,42.4
7524,42.349636,-71.149414,1,1.0,,1799.0,215.3
7527,42.350105,-71.140305,4,1.0,450,1350.0,95.9
7528,42.33995,-71.15744,4,1.0,,3900.0,130.9
7529,42.341087,-71.147316,4,1.0,9999,2100.0,166.8
7531,42.34126,-71.14827,4,1.0,765,2075.0,166.8
7533,42.342552,-71.14492,3,1.0,,2900.0,30.1
7534,42.33696,-71.150536,3,2.0,,2300.0,42.4
7535,42.344322,-71.14156,7,1.0,,1750.0,276.4
7536,42.339653,-71.15328,2,1.0,750,1900.0,144.1
7537,42.340347,-71.15363,2,1.0,,1545.0,144.1
7538,42.336834,-71.1506,3,2.0,,3600.0,42.4
7542,42.34865,-71.14118,4,1.0,599,1675.0,95.9
7543,42.340057,-71.15028,8,1.0,,2580.0,162.5
7545,42.355473,-71.14699,6,1.0,,1400.0,199.2
7547,42.34206,-71.14585,3,1.0,580,1750.0,30.1
7551,42.357315,-71.14908,6,1.0,1000,2700.0,199.2
7553,42.339653,-71.15156,8,1.0,,1785.0,162.5
7555,42.34956,-71.141365,9,1.0,,1500.0,280.9
7557,42.34129,-71.15423,2,2.0,,2100.0,144.1
7558,42.350597,-71.140915,4,1.0,,2500.0,95.9
7559,42.33973,-71.15413,2,1.0,,2600.0,144.1
7561,42.353596,-71.16843,1,2.0,,3800.0,120.8
7562,42.34079,-71.15405,2,2.0,,3600.0,144.1
7563,42.354786,-71.07606,4,1.0,,1350.0,87.4
7566,42.343887,-71.143974,8,1.0,,1785.0,276.4
7567,42.343502,-71.14554,3,1.0,,1800.0,30.1
7568,42.341946,-71.14649,3,1.0,,1795.0,30.1
7572,42.343353,-71.145775,3,1.0,,1800.0,30.1
7575,42.343586,-71.14442,3,1.0,,1825.0,30.1
7580,42.340298,-71.15279,2,1.0,,1895.0,144.1
7582,42.34185,-71.15058,8,1.0,,3600.0,162.5
7584,42.350105,-71.14022,4,1.0,450,1350.0,95.9
7585,42.337032,-71.1498,3,2.0,,3900.0,42.4
7586,42.337032,-71.1498,3,2.0,,3500.0,42.4
7589,42.340473,-71.15312,2,1.0,,1800.0,144.1
7591,42.33696,-71.150536,3,2.0,,3500.0,42.4
7593,42.340034,-71.15007,8,1.0,,3600.0,162.5
7595,42.34266,-71.14443,3,1.0,,775.0,30.1
7597,42.35039,-71.162415,3,1.0,,3000.0,87.7
7598,42.355423,-71.14678,6,1.0,,1400.0,199.2
7602,42.342358,-71.15056,2,2.0,,4800.0,188.4
7606,42.340816,-71.156944,4,2.0,,9000.0,130.9
7608,42.33948,-71.15147,4,1.0,,1750.0,42.4
7609,42.33948,-71.15147,4,1.0,,1795.0,42.4
7610,42.340347,-71.15363,2,1.0,1050,2900.0,144.1
7611,42.353004,-71.16809,0,2.0,1500,3200.0,121.9
7614,42.353012,-71.16812,0,2.0,1500,3200.0,121.9
7616,42.336834,-71.1506,3,1.0,,2600.0,42.4
7617,42.33948,-71.15147,4,1.0,,1795.0,42.4
7618,42.3411,-71.15366,2,1.0,1171,3995.0,144.1
7622,42.343945,-71.14448,3,1.5,1550,2800.0,30.1
7623,42.343945,-71.14448,3,1.5,1550,2800.0,30.1
7624,42.342552,-71.14492,3,1.0,,2900.0,30.1
7625,42.337032,-71.1498,3,2.0,1425,3900.0,42.4
7630,42.342056,-71.146416,3,1.0,,1795.0,30.1
7639,42.3411,-71.15366,2,1.0,,3995.0,144.1
7640,42.340363,-71.14809,4,2.0,,3000.0,166.8
7643,42.34175,-71.149734,8,1.0,800,2000.0,162.5
7644,42.340527,-71.15463,2,1.0,,1550.0,144.1
7645,42.34348,-71.153564,3,2.0,1195,2800.0,135.7
7646,42.357048,-71.05929,30,1.0,,1500.0,532.1
7647,42.348278,-71.138405,10,1.0,,1975.0,58.6
7648,42.34206,-71.14668,3,1.0,,1695.0,30.1
7650,42.339954,-71.15742,4,1.0,,3900.0,130.9
7651,42.34915,-71.14096,4,1.0,,2100.0,95.9
7653,42.338535,-71.150826,4,1.0,,2400.0,42.4
7654,42.34015,-71.14772,4,1.0,,1810.0,166.8
7655,42.349636,-71.149414,1,1.0,,2150.0,215.3
7656,42.339333,-71.155785,0,1.0,,2000.0,83.8
7657,42.355812,-71.14909,6,1.0,,1650.0,199.2
7660,42.340057,-71.15028,8,1.0,,2580.0,162.5
7664,42.32637,-71.08296,13,1.0,,2100.0,51.2
7665,42.34206,-71.14668,3,1.0,,1900.0,30.1
7666,42.339954,-71.15742,4,1.0,752,2000.0,130.9
7668,42.349636,-71.149414,1,1.0,,2150.0,215.3
7669,42.340527,-71.15463,2,1.0,,1575.0,144.1
7670,42.342533,-71.14665,3,1.0,,1900.0,30.1
7674,42.340363,-71.14809,4,1.0,510,1900.0,166.8
7676,42.3469,-71.150215,27,1.0,,2100.0,54.9
7677,42.340057,-71.15028,8,1.0,,2580.0,162.5
7679,42.34137,-71.156944,4,2.0,,4500.0,130.9
7680,42.308636,-71.11581,3,1.0,,3000.0,107.3
7681,42.3469,-71.150215,27,1.0,,2100.0,54.9
7682,42.3469,-71.150215,27,1.0,,2100.0,54.9
7685,42.338894,-71.15059,4,1.0,,2000.0,42.4
7686,42.34185,-71.15058,8,1.5,,3600.0,162.5
7688,42.340057,-71.1473,4,1.0,,2395.0,166.8
7691,42.349274,-71.14109,4,1.0,,1900.0,95.9
7693,42.3469,-71.150215,27,1.0,,2100.0,54.9
7696,42.341114,-71.14832,4,1.0,,2300.0,166.8
7697,42.342037,-71.146194,3,1.0,,1750.0,30.1
7698,42.35545,-71.14689,6,1.0,500,1350.0,199.2
7699,42.342037,-71.146194,3,1.0,,1795.0,30.1
7700,42.340347,-71.15363,2,1.0,1050,2900.0,144.1
7702,42.337032,-71.1498,3,2.0,,3600.0,42.4
7703,42.3469,-71.150215,27,1.0,,2100.0,54.9
7705,42.349155,-71.13947,4,1.0,,1300.0,95.9
7709,42.343864,-71.14354,8,1.0,,1500.0,276.4
7710,42.341026,-71.15339,2,1.0,1500,2850.0,144.1
7712,42.3469,-71.150215,27,1.0,,2100.0,54.9
7713,42.337032,-71.1498,3,2.0,,4100.0,42.4
7714,42.3469,-71.150215,27,1.0,,2100.0,54.9
7716,42.34206,-71.14585,3,1.0,,1750.0,30.1
7717,42.343815,-71.14191,8,1.0,700,900.0,276.4
7718,42.357147,-71.157196,3,1.0,,2250.0,307.3
7719,42.341026,-71.15339,2,1.0,1204,2850.0,144.1
7720,42.339825,-71.150475,8,1.0,,2580.0,162.5
7721,42.348442,-71.151344,27,2.0,,2300.0,54.9
7726,42.342056,-71.146416,3,1.0,,1795.0,30.1
7729,42.33978,-71.15097,8,1.0,,1855.0,162.5
7735,42.342133,-71.142845,8,1.0,,1875.0,276.4
7738,42.34353,-71.14384,8,1.0,,1675.0,276.4
7740,42.337032,-71.1498,3,2.0,,4100.0,42.4
7741,42.342056,-71.146416,3,1.0,,1795.0,30.1
7743,42.33971,-71.151184,8,1.0,,1785.0,162.5
7744,42.339523,-71.1563,0,1.0,,1675.0,83.8
7746,42.3469,-71.150215,27,1.0,,2000.0,54.9
7747,42.342056,-71.146416,3,1.0,,1795.0,30.1
7748,42.351273,-71.16547,2,1.0,,2200.0,85.9
7749,42.338894,-71.15059,4,1.0,,2000.0,42.4
7750,42.342815,-71.146736,3,1.0,,2100.0,30.1
7754,42.338894,-71.15059,4,1.0,,2000.0,42.4
7755,42.342056,-71.146416,3,1.0,,1785.0,30.1
7757,42.337032,-71.1498,3,2.0,,4100.0,42.4
7758,42.34258,-71.155304,1,1.0,,2700.0,130.9
7759,42.33971,-71.151184,8,1.0,,1785.0,162.5
7761,42.343864,-71.14354,8,1.0,568,1500.0,276.4
7762,42.337032,-71.1498,3,,,1000.0,42.4
7763,42.337032,-71.1498,3,,,1000.0,42.4
7764,42.337032,-71.1498,3,,,1000.0,42.4
7765,42.337032,-71.1498,3,,,1000.0,42.4
7766,42.338573,-71.1499,4,1.0,750,1950.0,42.4
7768,42.337444,-71.14972,4,2.0,1000,1600.0,42.4
7770,42.33937,-71.15155,4,1.0,,1750.0,42.4
7771,42.350334,-71.1483,1,1.0,1100,2350.0,215.3
7772,42.350105,-71.140305,4,1.0,,1875.0,95.9
7776,42.36017,-71.14522,1,1.0,,2100.0,146.2
7778,42.353046,-71.161934,1,1.0,,1900.0,147.0
7782,42.353004,-71.16809,0,2.0,1500,3200.0,121.9
7784,42.33937,-71.15155,4,1.0,,1750.0,42.4
7787,42.350014,-71.14021,4,1.0,,1450.0,95.9
7788,42.33995,-71.15744,4,1.0,,3600.0,130.9
7789,42.341988,-71.14799,0,1.0,669,2100.0,30.1
7796,42.33978,-71.15097,8,1.0,,1855.0,162.5
7798,42.346527,-71.13794,10,1.0,1000,2300.0,58.6
7800,42.357147,-71.157196,3,1.0,,2250.0,307.3
7803,42.348537,-71.06962,10,1.0,,1700.0,59.0
7804,42.342056,-71.146416,3,1.0,,1795.0,30.1
7805,42.339245,-71.15048,4,1.0,,2300.0,42.4
7806,42.342815,-71.146736,3,1.0,,1995.0,30.1
7808,42.342133,-71.142845,8,1.0,,1925.0,276.4
7811,42.340057,-71.15028,8,1.0,,2580.0,162.5
7812,42.340057,-71.15028,8,1.0,,2580.0,162.5
7813,42.348442,-71.151344,27,2.0,,2300.0,54.9
7815,42.34197,-71.14635,3,1.0,,1795.0,30.1
7817,42.34915,-71.14096,4,1.0,,2100.0,95.9
7823,42.34937,-71.14916,1,1.0,,1800.0,215.3
7825,42.341938,-71.14662,3,1.0,,1795.0,30.1
7826,42.33661,-71.150925,3,1.0,,2200.0,42.4
7827,42.353004,-71.16809,0,2.0,,3200.0,121.9
7828,42.340057,-71.15028,8,1.0,,2580.0,162.5
7829,42.34937,-71.14916,1,1.0,,1850.0,215.3
7830,42.340984,-71.1531,2,2.0,1409,4700.0,144.1
7832,42.355473,-71.14699,6,1.0,,1400.0,199.2
7834,42.3411,-71.15366,2,2.0,,4000.0,144.1
7835,42.349636,-71.149414,1,1.0,795,2200.0,215.3
7837,42.341965,-71.14797,0,1.0,,1975.0,30.1
7838,42.360226,-71.14581,1,1.0,,2000.0,146.2
7839,42.340347,-71.15363,2,1.0,1050,2900.0,144.1
7841,42.340275,-71.16085,1,1.0,,1850.0,88.6
7843,42.344395,-71.14379,7,1.0,,1785.0,276.4
7844,42.340347,-71.15363,2,1.0,1050,2900.0,144.1
7846,42.34937,-71.14916,1,1.0,,1800.0,215.3
7847,42.341946,-71.14649,3,1.0,,1795.0,30.1
7848,42.340816,-71.156944,4,2.0,,9000.0,130.9
7851,42.342716,-71.14317,8,1.0,,1785.0,276.4
7852,42.340347,-71.15363,2,1.0,,2900.0,144.1
7853,42.339523,-71.1563,0,1.0,,1750.0,83.8
7854,42.337032,-71.1498,3,2.0,,3800.0,42.4
7855,42.34313,-71.14389,8,1.0,600,1785.0,276.4
7857,42.343864,-71.14354,8,1.0,500,1600.0,276.4
7859,42.360226,-71.14581,1,1.0,,2000.0,146.2
7862,42.338894,-71.15059,4,1.0,,2000.0,42.4
7867,42.3399,-71.1534,2,1.0,,1500.0,144.1
7870,42.34079,-71.15405,2,2.0,,3650.0,144.1
7872,42.341965,-71.14797,0,1.0,,1975.0,30.1
7873,42.3412,-71.14733,4,1.0,,2300.0,166.8
7875,42.342133,-71.142845,8,1.0,,2000.0,276.4
7877,42.33978,-71.15097,8,1.0,,1855.0,162.5
7878,42.34185,-71.15058,8,1.5,,4000.0,162.5
7880,42.35475,-71.07618,4,1.0,,1450.0,87.4
7883,42.33661,-71.150925,3,1.0,,2100.0,42.4
7884,42.34129,-71.15423,2,1.5,,3050.0,144.1
7886,42.336464,-71.1507,3,1.0,751,3000.0,42.4
7889,42.340034,-71.15007,8,2.0,,5600.0,162.5
7890,42.34185,-71.15058,8,1.5,,4000.0,162.5
7893,42.337708,-71.15107,4,1.0,,2000.0,42.4
7894,42.34937,-71.14916,1,1.0,,2150.0,215.3
7895,42.343166,-71.144775,3,1.0,,1875.0,30.1
7899,42.352837,-71.1674,0,1.0,,2600.0,121.9
7900,42.338573,-71.1499,4,1.0,900,2700.0,42.4
7903,42.352726,-71.16831,0,2.0,1500,3000.0,121.9
7908,42.340034,-71.15007,8,1.0,,750.0,162.5
7909,42.36023,-71.14592,1,1.0,,2100.0,146.2
7911,42.340607,-71.16101,1,1.0,,2900.0,88.6
7915,42.337677,-71.151634,4,1.0,,2595.0,42.4
7917,42.34137,-71.156944,4,2.0,,4500.0,130.9
7919,42.3411,-71.15366,2,1.0,1171,3995.0,144.1
7921,42.353004,-71.16809,0,2.0,1500,3200.0,121.9
7924,42.3411,-71.15366,2,1.0,1171,4005.0,144.1
7927,42.346527,-71.13794,10,1.0,1000,2500.0,58.6
7928,42.348663,-71.14063,4,1.0,600,1675.0,95.9
7929,42.342133,-71.142845,8,1.0,680,2000.0,276.4
7930,42.33978,-71.15097,8,1.0,,1695.0,162.5
7937,42.343685,-71.145874,3,1.0,900,1850.0,30.1
7938,42.343582,-71.14544,3,1.0,,1850.0,30.1
7939,42.34714,-71.15078,27,1.0,,1895.0,54.9
7941,42.337055,-71.14965,3,2.0,,3800.0,42.4
7942,42.351383,-71.16545,2,1.0,,2050.0,85.9
7943,42.33975,-71.15561,4,1.0,1100,3000.0,130.9
7944,42.352196,-71.16273,1,3.0,2500,5500.0,147.0
7947,42.351273,-71.16547,2,1.0,,2300.0,85.9
7951,42.33701,-71.14994,3,2.0,,950.0,42.4
7952,42.34921,-71.1682,1,1.0,,2400.0,199.6
7953,42.348278,-71.138405,10,1.0,,1975.0,58.6
7954,42.339146,-71.15194,4,1.0,,1750.0,42.4
7960,42.33995,-71.15744,4,1.0,,1825.0,130.9
7962,42.34653,-71.15116,27,1.0,,1950.0,54.9
7963,42.341026,-71.15339,2,1.0,1200,2850.0,144.1
7964,42.339954,-71.15742,4,1.0,,1925.0,130.9
7966,42.338573,-71.1499,4,1.0,,2700.0,42.4
7967,42.353004,-71.16809,0,2.0,1500,3200.0,121.9
7970,42.342552,-71.14492,3,1.0,,3100.0,30.1
7973,42.3385,-71.1558,0,1.0,,1550.0,83.8
7974,42.341114,-71.14832,4,1.0,,2400.0,166.8
7975,42.3396,-71.1503,4,1.0,,1875.0,42.4
7982,42.348278,-71.138405,10,1.0,853,2300.0,58.6
7983,42.340816,-71.156944,4,2.0,,9000.0,130.9
7986,42.34937,-71.14916,1,1.0,,1850.0,215.3
7987,42.349514,-71.13921,4,1.0,614,1780.0,95.9
7991,42.34888,-71.1627,3,1.0,1200,2400.0,87.7
7997,42.339523,-71.1563,0,1.0,,1575.0,83.8
7999,42.340527,-71.15463,2,1.0,,1550.0,144.1
8000,42.34078,-71.14983,8,1.0,617,1800.0,162.5
8001,42.34175,-71.149734,8,1.0,800,2000.0,162.5
8003,42.349586,-71.167206,1,1.0,,2025.0,199.6
8004,42.3412,-71.14733,4,1.0,,2300.0,166.8
8005,42.351944,-71.16318,2,1.0,,2300.0,85.9
8008,42.36023,-71.14592,1,1.0,,2200.0,146.2
8009,42.340984,-71.1531,2,2.0,1409,4700.0,144.1
8010,42.350693,-71.15713,2,1.0,,2600.0,108.8
8011,42.340347,-71.15363,2,1.0,,2900.0,144.1
8013,42.342815,-71.146736,3,1.0,,1995.0,30.1
8016,42.342056,-71.146416,3,1.0,,1795.0,30.1
8019,42.340984,-71.1531,2,2.0,1600,4700.0,144.1
8020,42.308636,-71.11581,3,1.0,,3900.0,107.3
8022,42.3469,-71.150215,27,1.0,,2000.0,54.9
8023,42.340454,-71.14733,4,1.0,,2500.0,166.8
8024,42.34137,-71.156944,4,2.0,,4500.0,130.9
8026,42.341965,-71.14797,0,1.0,1127,1950.0,30.1
8030,42.342133,-71.142845,8,1.0,,2000.0,276.4
8031,42.337032,-71.1498,3,2.0,1500,1000.0,42.4
8033,42.340347,-71.15363,2,1.0,1050,2900.0,144.1
