,Latitude,Longitude,crime,Bathrooms,SQFT,Price,energySiteEUI
1421,42.342316,-71.08967,5,2.0,,3000.0,108.1
1422,42.34502,-71.08947,8,1.0,1230,4350.0,946.0
1423,42.343094,-71.08226,9,1.0,,3150.0,351.6
1424,42.345516,-71.08635,4,1.0,,3300.0,300.0
1425,42.343533,-71.08834,5,1.0,,3200.0,108.1
1426,42.343533,-71.08834,5,1.0,,2850.0,108.1
1427,42.34393,-71.088196,5,2.0,,4850.0,108.1
1428,42.343533,-71.08834,5,1.0,,3400.0,108.1
1429,42.343533,-71.08834,5,1.0,,2850.0,108.1
1430,42.340965,-71.0882,10,2.0,1100,3500.0,220.7
1431,42.341484,-71.087814,10,1.0,,2600.0,220.7
1432,42.34154,-71.08767,10,1.0,756,3900.0,220.7
1433,42.343422,-71.08824,5,1.0,,2850.0,108.1
1434,42.342865,-71.08193,9,1.0,,2200.0,351.6
1435,42.34274,-71.09005,2,2.0,1500,5700.0,114.0
1436,42.35052,-71.08684,10,1.0,464,2350.0,59.9
1437,42.341175,-71.091286,2,1.0,840,3700.0,306.4
1438,42.34532,-71.08508,4,1.0,,3400.0,300.0
1440,42.345615,-71.08577,4,1.0,,2325.0,300.0
1441,42.344585,-71.08841,8,1.0,,1900.0,946.0
1442,42.342926,-71.08708,12,2.0,1702,5950.0,84.8
1443,42.343216,-71.08322,9,1.0,,2400.0,351.6
1445,42.343285,-71.08194,9,1.0,400,2150.0,351.6
1446,42.34944,-71.085495,10,1.0,,3200.0,59.9
1448,42.343235,-71.089066,5,1.0,,2050.0,108.1
1453,42.33505,-71.10786,9,1.0,,2700.0,47.9
1454,42.342197,-71.09025,2,1.0,,1725.0,114.0
1455,42.34541,-71.08566,4,1.0,,2800.0,300.0
1456,42.342453,-71.0901,2,1.0,837,3000.0,114.0
1458,42.344063,-71.08905,5,1.0,,2200.0,108.1
1460,42.34126,-71.08952,10,1.0,,1700.0,220.7
1461,42.335052,-71.107864,9,1.0,569,3000.0,47.9
1462,42.33505,-71.10786,9,1.0,570,2900.0,47.9
1463,42.34282,-71.090904,2,1.0,400,1900.0,114.0
1464,42.345352,-71.088005,8,1.0,,1875.0,946.0
1465,42.350807,-71.08724,10,1.0,843,3850.0,59.9
1466,42.348736,-71.084785,10,1.0,725,3600.0,59.9
1467,42.341484,-71.087814,10,1.0,,2600.0,220.7
1468,42.34014,-71.09142,2,1.0,,5100.0,306.4
1469,42.34286,-71.08666,12,2.0,,4100.0,84.8
1470,42.344,-71.08782,5,1.0,,1715.0,108.1
1473,42.337975,-71.09679,1,1.0,,4000.0,231.7
1474,42.337975,-71.09679,1,1.0,800,4500.0,231.7
1475,42.341484,-71.087814,10,1.0,,2600.0,220.7
1476,42.344418,-71.09002,0,2.0,1230,4350.0,360.8
1477,42.344,-71.08782,5,1.0,,3450.0,108.1
1478,42.34064,-71.0876,10,1.0,,2800.0,220.7
1479,42.345367,-71.08537,4,1.0,,4050.0,300.0
1480,42.341484,-71.087814,10,1.0,,2600.0,220.7
1481,42.333126,-71.10864,9,1.0,,1900.0,47.9
1482,42.341484,-71.087814,10,1.0,,2600.0,220.7
1484,42.345276,-71.08479,4,1.0,,2500.0,300.0
1487,42.345276,-71.08479,4,1.0,,2500.0,300.0
1488,42.34427,-71.08954,8,1.0,547,2500.0,946.0
1489,42.34233,-71.09104,2,1.0,,6500.0,114.0
1490,42.333126,-71.10864,9,1.0,,1900.0,47.9
1491,42.332317,-71.11107,3,3.0,,4950.0,96.1
1493,42.335068,-71.10789,9,1.0,,3000.0,47.9
1494,42.344692,-71.089134,8,1.0,430,1925.0,946.0
1495,42.342464,-71.091,2,1.0,,4400.0,114.0
1496,42.332317,-71.11107,3,2.0,,3800.0,96.1
1498,42.345345,-71.08523,4,1.0,,3400.0,300.0
1499,42.34274,-71.09005,2,2.0,,5700.0,114.0
1500,42.34274,-71.09005,2,2.0,,5700.0,114.0
1501,42.34532,-71.08508,4,1.0,,4050.0,300.0
1502,42.34276,-71.088104,5,1.0,,2950.0,108.1
1503,42.342648,-71.08723,12,1.0,,2800.0,84.8
1504,42.349197,-71.08493,10,1.0,,2200.0,59.9
1505,42.343132,-71.08332,9,1.0,,2200.0,351.6
1506,42.342216,-71.08906,5,1.0,,2350.0,108.1
1507,42.34348,-71.088005,5,1.0,,2500.0,108.1
1508,42.344585,-71.08841,8,1.0,,1900.0,946.0
1509,42.34303,-71.08979,5,2.0,,5400.0,108.1
1510,42.34137,-71.08925,10,1.0,,1750.0,220.7
1511,42.34137,-71.08925,10,1.0,,1750.0,220.7
1512,42.34045,-71.09125,2,1.0,,1695.0,306.4
1513,42.34137,-71.08925,10,1.0,,1750.0,220.7
1514,42.342937,-71.08716,12,1.0,,4000.0,84.8
1515,42.342216,-71.08906,5,1.0,1008,3100.0,108.1
1516,42.342834,-71.088684,5,1.0,,3000.0,108.1
1517,42.34293,-71.08992,5,1.0,,2300.0,108.1
1518,42.34355,-71.08911,5,1.0,,1900.0,108.1
1519,42.349197,-71.08493,10,1.0,,2300.0,59.9
1520,42.345345,-71.08523,4,1.0,,3400.0,300.0
1521,42.344658,-71.08887,8,1.0,,2300.0,946.0
1522,42.34395,-71.08832,5,1.0,,2700.0,108.1
1523,42.344658,-71.08887,8,1.0,450,2450.0,946.0
1524,42.34285,-71.08994,5,2.0,2000,5900.0,108.1
1525,42.34126,-71.08952,10,1.0,,2400.0,220.7
1526,42.344658,-71.08887,8,1.0,,1650.0,946.0
1527,42.344658,-71.08887,8,1.0,,3750.0,946.0
1529,42.345535,-71.089714,8,1.0,1370,4400.0,946.0
1531,42.332138,-71.11133,3,1.0,,2095.0,96.1
1532,42.332096,-71.11139,3,1.0,,2095.0,96.1
1533,42.34282,-71.090904,2,1.0,910,4750.0,114.0
1535,42.331963,-71.11159,3,1.0,,2095.0,96.1
1536,42.342316,-71.08967,5,1.0,605,2200.0,108.1
1537,42.343216,-71.08322,9,1.0,,1425.0,351.6
1538,42.34243,-71.08346,9,1.0,622,2700.0,351.6
1539,42.343094,-71.08226,9,1.0,,2150.0,351.6
1540,42.34928,-71.084625,10,1.0,,1500.0,59.9
1541,42.33312,-71.108826,9,1.0,,2900.0,47.9
1542,42.34532,-71.08508,4,1.0,,4050.0,300.0
1543,42.349613,-71.08485,10,1.0,,2200.0,59.9
1544,42.345276,-71.08479,4,1.0,,2500.0,300.0
1545,42.34532,-71.08508,4,1.0,,4050.0,300.0
1546,42.33506,-71.10787,9,1.0,569,3000.0,47.9
1548,42.34466,-71.089424,8,2.0,,4350.0,946.0
1549,42.34114,-71.087585,10,1.0,,2800.0,220.7
1550,42.343533,-71.08834,5,1.0,,2900.0,108.1
1551,42.34334,-71.08772,5,1.0,,2700.0,108.1
1552,42.34532,-71.08508,4,1.0,,4050.0,300.0
1553,42.342796,-71.083115,9,1.0,,2395.0,351.6
1554,42.34374,-71.08971,5,1.0,,3200.0,108.1
1555,42.33416,-71.10658,9,1.0,,2600.0,47.9
1556,42.344868,-71.0899,8,2.0,1230,4349.0,946.0
1557,42.339565,-71.09177,0,1.0,,1595.0,745.5
1558,42.342796,-71.083115,9,1.0,,2395.0,351.6
1559,42.34644,-71.08527,6,1.0,800,3400.0,338.7
1560,42.342712,-71.089874,5,2.0,,5400.0,108.1
1561,42.346092,-71.088715,8,1.0,,2700.0,946.0
1562,42.342422,-71.08755,5,2.0,,7900.0,108.1
1563,42.343132,-71.08332,9,1.0,497,2200.0,351.6
1564,42.342773,-71.08248,9,1.0,,1995.0,351.6
1565,42.3453,-71.08494,4,1.0,,4045.0,300.0
1566,42.34582,-71.08863,8,1.0,354,2100.0,946.0
1567,42.34334,-71.08772,5,1.0,,1900.0,108.1
1568,42.342926,-71.08708,12,2.0,1702,6000.0,84.8
1570,42.343662,-71.08736,5,1.0,,2850.0,108.1
1571,42.344296,-71.081894,1,1.0,655,2500.0,419.3
1572,42.33227,-71.11113,3,1.5,,3600.0,96.1
1573,42.34582,-71.08863,8,1.5,,3200.0,946.0
1574,42.344658,-71.08887,8,1.0,,1650.0,946.0
1575,42.34112,-71.08763,10,1.0,,2800.0,220.7
1578,42.34045,-71.09125,2,1.0,300,1725.0,306.4
1579,42.343422,-71.08824,5,1.0,,3100.0,108.1
1580,42.34532,-71.08508,4,1.0,,4050.0,300.0
1582,42.3427,-71.089554,5,1.0,882,3250.0,108.1
1583,42.3427,-71.089554,5,1.0,,2400.0,108.1
1584,42.342316,-71.08967,5,1.0,949,3250.0,108.1
1585,42.343906,-71.088066,5,1.0,,3450.0,108.1
1586,42.341484,-71.087814,10,1.0,,2600.0,220.7
1587,42.34536,-71.08976,8,1.0,900,3300.0,946.0
1588,42.332314,-71.11121,3,2.0,,4000.0,96.1
1589,42.332138,-71.11133,3,1.0,,2250.0,96.1
1590,42.345276,-71.08479,4,1.0,,2500.0,300.0
1591,42.345055,-71.08984,8,1.0,1000,3000.0,946.0
1592,42.344868,-71.0899,8,1.0,,1900.0,946.0
1593,42.341984,-71.08786,5,1.0,,2600.0,108.1
1594,42.341984,-71.08786,5,1.0,,2600.0,108.1
1595,42.343533,-71.08834,5,1.0,542,3200.0,108.1
1596,42.343906,-71.088066,5,1.0,,3350.0,108.1
1597,42.345554,-71.087616,8,1.0,,2600.0,946.0
1598,42.343533,-71.08834,5,1.0,,1715.0,108.1
1599,42.34334,-71.08772,5,1.0,,2700.0,108.1
1600,42.34137,-71.08925,10,1.0,,2700.0,220.7
1602,42.344,-71.08782,5,1.0,,3450.0,108.1
1603,42.341175,-71.091286,2,1.0,,3700.0,306.4
1605,42.343056,-71.08996,5,2.0,1200,4100.0,108.1
1606,42.34334,-71.08772,5,1.0,,1900.0,108.1
1607,42.33763,-71.09919,1,1.0,,2700.0,782.8
1608,42.33763,-71.09919,1,1.0,,2700.0,782.8
1609,42.341484,-71.087814,10,1.0,,2600.0,220.7
1610,42.345276,-71.08479,4,1.0,,2500.0,300.0
1611,42.345345,-71.08523,4,1.0,,3400.0,300.0
1612,42.345276,-71.08479,4,1.0,,2500.0,300.0
1613,42.340965,-71.0882,10,1.0,700,2800.0,220.7
1614,42.34313,-71.086296,12,1.0,,3450.0,84.8
1615,42.34427,-71.08954,8,1.0,800,3200.0,946.0
1616,42.344585,-71.08841,8,1.0,,1900.0,946.0
1617,42.3461,-71.089035,8,1.0,600,2600.0,946.0
1618,42.345345,-71.08523,4,1.0,,3400.0,300.0
1619,42.3433,-71.083115,9,1.0,,2200.0,351.6
1620,42.34348,-71.088005,5,1.0,,3450.0,108.1
1621,42.345375,-71.085464,4,1.0,,2500.0,300.0
1622,42.34448,-71.08098,5,2.0,,2995.0,375.2
1623,42.345276,-71.08479,4,1.0,,2500.0,300.0
1625,42.341175,-71.091286,2,1.0,840,3700.0,306.4
1626,42.34582,-71.08863,8,1.0,,1800.0,946.0
1628,42.343254,-71.08317,9,1.0,,2400.0,351.6
1629,42.34137,-71.08925,10,1.0,,1695.0,220.7
1630,42.34582,-71.08863,8,1.0,,2000.0,946.0
1631,42.342354,-71.08301,9,1.0,,2400.0,351.6
1632,42.34045,-71.09125,2,1.0,,1725.0,306.4
1634,42.343468,-71.0823,9,1.0,,2100.0,351.6
1636,42.344803,-71.08991,8,1.0,,2600.0,946.0
1649,42.345974,-71.088196,8,1.0,650,2800.0,946.0
1650,42.34582,-71.08863,8,1.0,352,1850.0,946.0
1651,42.342197,-71.09025,2,1.0,,2300.0,114.0
1652,42.345535,-71.08726,4,1.0,,2815.0,300.0
1653,42.34126,-71.08952,10,1.0,,2500.0,220.7
1654,42.33505,-71.10786,9,1.0,570,3000.0,47.9
1655,42.343323,-71.090355,2,1.5,1536,6400.0,114.0
1656,42.343422,-71.08824,5,1.0,,4300.0,108.1
1659,42.34645,-71.0887,8,1.0,,5100.0,144.6
1660,42.342422,-71.08755,5,2.0,,5600.0,108.1
1661,42.350395,-71.0869,10,1.0,538,2550.0,59.9
1662,42.33505,-71.10786,9,1.0,,2900.0,47.9
1663,42.342422,-71.08755,5,2.0,,8000.0,108.1
1664,42.34645,-71.0887,8,1.0,,5000.0,144.6
1665,42.343056,-71.08996,5,2.0,,6000.0,108.1
1666,42.33227,-71.11113,3,1.0,,3600.0,96.1
1667,42.342216,-71.08906,5,1.0,600,2250.0,108.1
1668,42.34678,-71.086174,6,3.5,4000,30000.0,338.7
1669,42.341747,-71.09049,2,1.0,840,3700.0,306.4
1670,42.344658,-71.08887,8,1.0,450,1950.0,946.0
1671,42.346107,-71.08586,4,2.5,1600,11500.0,300.0
1672,42.343018,-71.08769,5,2.0,,6650.0,108.1
1673,42.3427,-71.089554,5,1.0,1032,3250.0,108.1
1675,42.33505,-71.10786,9,1.0,620,2700.0,47.9
1676,42.33505,-71.10786,9,1.0,570,2700.0,47.9
1677,42.343323,-71.090355,2,1.5,1536,6500.0,114.0
1679,42.34593,-71.08832,8,1.0,380,2100.0,946.0
1680,42.34328,-71.087326,5,1.0,,3900.0,108.1
1682,42.34329,-71.09076,2,2.0,1300,5000.0,114.0
1684,42.343094,-71.08226,9,1.0,,3650.0,351.6
1685,42.34233,-71.09104,2,2.0,1000,5800.0,114.0
1686,42.34944,-71.085495,10,1.0,980,3200.0,59.9
1688,42.345078,-71.08177,5,2.0,,3800.0,375.2
1690,42.341175,-71.091286,2,1.0,840,3700.0,306.4
1691,42.341175,-71.091286,2,1.0,,3700.0,306.4
1692,42.34123,-71.08319,9,1.0,,1650.0,105.7
1694,42.34303,-71.08979,5,2.0,,6100.0,108.1
1695,42.343235,-71.089066,5,1.0,,2050.0,108.1
1696,42.343235,-71.089066,5,1.0,,2200.0,108.1
1697,42.334946,-71.1077,9,1.0,,2700.0,47.9
1699,42.343235,-71.089066,5,1.0,,1950.0,108.1
1700,42.33227,-71.11113,3,1.5,,3700.0,96.1
1701,42.33505,-71.10786,9,1.0,,2700.0,47.9
1702,42.34448,-71.08098,5,2.0,,2995.0,375.2
1703,42.343422,-71.08824,5,1.0,,3300.0,108.1
1706,42.341175,-71.091286,2,1.0,,1825.0,306.4
1707,42.34282,-71.090904,2,1.0,425,1900.0,114.0
1708,42.34401,-71.08964,5,1.0,,2050.0,108.1
1709,42.34401,-71.08963,5,1.0,382,2050.0,108.1
1711,42.345276,-71.08479,4,1.0,,2500.0,300.0
1712,42.345276,-71.08479,4,1.0,,2500.0,300.0
1713,42.342773,-71.08248,9,1.0,375,2050.0,351.6
1714,42.343216,-71.08322,9,1.0,,2400.0,351.6
1715,42.343216,-71.08322,9,1.0,,2400.0,351.6
1716,42.33205,-71.11146,3,1.0,,1195.0,96.1
1718,42.34401,-71.08963,5,1.0,540,3400.0,108.1
1719,42.34582,-71.08863,8,1.0,,1995.0,946.0
1720,42.345387,-71.08552,4,1.0,700,4050.0,300.0
1721,42.33963,-71.091866,2,1.0,,1695.0,306.4
1722,42.35083,-71.0869,10,1.0,1000,3595.0,59.9
1723,42.341175,-71.091286,2,1.0,840,3700.0,306.4
1724,42.34326,-71.0866,12,1.0,,2500.0,84.8
1725,42.341194,-71.088615,10,1.0,,1695.0,220.7
1726,42.335052,-71.107864,9,1.0,569,3000.0,47.9
1727,42.343906,-71.088066,5,1.0,800,2200.0,108.1
1728,42.343906,-71.088066,5,1.0,,2200.0,108.1
1729,42.34916,-71.08508,10,1.0,650,2450.0,59.9
1730,42.343132,-71.08332,9,1.0,,2400.0,351.6
1731,42.343906,-71.088066,5,1.0,,3400.0,108.1
1732,42.343906,-71.088066,5,1.0,,3000.0,108.1
1733,42.345684,-71.08808,8,1.0,,2349.0,946.0
1734,42.342926,-71.08708,12,2.0,,6000.0,84.8
1735,42.345387,-71.08552,4,1.0,,4050.0,300.0
1736,42.332096,-71.11139,3,1.0,,2095.0,96.1
1737,42.345345,-71.08523,4,1.0,,4050.0,300.0
1738,42.34582,-71.08863,8,1.0,370,2100.0,946.0
1739,42.350628,-71.086044,10,1.0,600,1695.0,59.9
1740,42.345505,-71.089195,8,1.0,,1650.0,946.0
1741,42.342926,-71.08708,12,2.0,,6000.0,84.8
1743,42.34317,-71.086586,12,1.0,,3200.0,84.8
1744,42.3433,-71.0895,5,1.0,,2700.0,108.1
1745,42.345387,-71.08555,4,1.0,,3400.0,300.0
1746,42.344936,-71.089874,8,2.0,,4350.0,946.0
1748,42.337383,-71.09302,1,1.0,,4010.0,411.2
1749,42.34932,-71.07722,25,1.0,,2650.0,341.7
1750,42.337635,-71.099205,1,1.0,,2700.0,782.8
1751,42.34466,-71.089424,8,2.0,1230,4350.0,946.0
1752,42.344803,-71.08991,8,2.0,1230,4350.0,946.0
1753,42.342216,-71.08906,5,1.0,1008,3200.0,108.1
1754,42.34944,-71.085495,10,1.0,,3200.0,59.9
1755,42.343018,-71.08769,5,1.0,,5200.0,108.1
1757,42.33506,-71.10787,9,1.0,,3000.0,47.9
1758,42.343254,-71.08715,12,1.0,,2499.0,84.8
1761,42.34328,-71.087326,5,,,2500.0,108.1
1762,42.34334,-71.08772,5,1.0,,1900.0,108.1
1763,42.34349,-71.0887,5,2.0,1000,5000.0,108.1
1764,42.34549,-71.08893,8,1.0,,1800.0,946.0
1765,42.344193,-71.082016,1,1.0,655,2550.0,419.3
1766,42.345345,-71.08523,4,1.0,750,3400.0,300.0
1767,42.342712,-71.089874,5,2.0,1500,5800.0,108.1
1768,42.345924,-71.08833,8,1.0,450,2000.0,946.0
1769,42.34264,-71.08318,9,1.0,,1600.0,351.6
1770,42.34645,-71.0887,8,1.0,1000,5000.0,144.6
1771,42.34593,-71.08832,8,1.0,450,2000.0,946.0
1772,42.34401,-71.08963,5,1.0,,3200.0,108.1
1773,42.34306,-71.08825,5,1.0,,2050.0,108.1
1774,42.34276,-71.088104,5,1.0,,3000.0,108.1
1776,42.34247,-71.09133,2,1.0,,5800.0,114.0
1777,42.34667,-71.088936,8,1.0,250,1750.0,144.6
1778,42.34349,-71.08807,5,1.0,,2500.0,108.1
1779,42.341427,-71.08882,10,1.0,,1695.0,220.7
1780,42.34374,-71.08971,5,1.0,542,3200.0,108.1
1781,42.34303,-71.08979,5,2.0,,5600.0,108.1
1782,42.343254,-71.08715,12,1.0,,4500.0,84.8
1783,42.33761,-71.09914,1,1.0,,2700.0,782.8
1784,42.343254,-71.08715,12,1.0,,4500.0,84.8
1785,42.34523,-71.0845,1,1.0,750,4050.0,419.3
1786,42.34233,-71.09104,2,2.0,1000,5800.0,114.0
1787,42.34233,-71.09104,2,2.0,1000,5800.0,114.0
1788,42.34233,-71.09104,2,2.0,1300,6500.0,114.0
1789,42.34233,-71.09104,2,2.0,1000,5800.0,114.0
1790,42.34374,-71.08971,5,1.0,489,2175.0,108.1
1791,42.34334,-71.08772,5,1.0,800,3450.0,108.1
1792,42.345276,-71.08479,4,1.0,750,4050.0,300.0
1793,42.34334,-71.08772,5,1.0,500,1900.0,108.1
1794,42.34339,-71.08742,5,1.0,,2850.0,108.1
1795,42.34466,-71.089424,8,1.0,,1875.0,946.0
1796,42.34541,-71.08566,4,1.0,,2800.0,300.0
1797,42.34466,-71.089424,8,2.0,1230,4350.0,946.0
1798,42.34374,-71.08971,5,1.0,,2050.0,108.1
1799,42.34153,-71.08264,9,1.0,,1900.0,105.7
1800,42.345387,-71.08552,4,1.0,700,4050.0,300.0
1801,42.350525,-71.08678,10,1.0,,2350.0,59.9
1802,42.350716,-71.085724,10,1.0,,2350.0,59.9
1803,42.33506,-71.10787,9,1.0,,3000.0,47.9
1804,42.344803,-71.08991,8,2.0,1230,4350.0,946.0
1805,42.342926,-71.08708,12,2.0,,6000.0,84.8
1808,42.34944,-71.085495,10,1.0,980,3200.0,59.9
1809,42.345345,-71.08523,4,1.0,,4050.0,300.0
1810,42.34532,-71.08508,4,1.0,,3400.0,300.0
1811,42.34532,-71.08508,4,1.0,,4050.0,300.0
1812,42.345387,-71.08552,4,1.0,,4050.0,300.0
1813,42.33763,-71.09919,1,1.0,,2700.0,782.8
1814,42.345276,-71.08479,4,1.0,,2500.0,300.0
1815,42.34232,-71.09058,2,1.0,,3300.0,114.0
1816,42.345387,-71.08552,4,1.0,,3400.0,300.0
1817,42.34137,-71.08925,10,1.0,,1695.0,220.7
1818,42.34401,-71.08963,5,1.0,,3200.0,108.1
1819,42.34295,-71.08723,12,1.0,,5100.0,84.8
1820,42.343044,-71.08787,5,1.0,,5200.0,108.1
1821,42.34137,-71.08925,10,1.0,,1695.0,220.7
1822,42.350628,-71.086044,10,1.0,,1695.0,59.9
1824,42.346123,-71.08404,1,2.0,1106,5575.0,419.3
1825,42.346123,-71.08404,1,2.0,1669,11900.0,419.3
1826,42.346123,-71.08404,1,2.0,1131,5450.0,419.3
1827,42.345898,-71.08909,8,1.0,,1750.0,946.0
1829,42.346123,-71.08404,1,2.0,1564,11500.0,419.3
1830,42.333755,-71.10679,9,2.0,,4900.0,47.9
1831,42.333755,-71.10679,9,2.0,,5200.0,47.9
1832,42.346123,-71.08404,1,1.0,669,3425.0,419.3
1833,42.345898,-71.08909,8,1.0,250,1750.0,946.0
1834,42.345898,-71.08909,8,1.0,,1750.0,946.0
1835,42.34582,-71.08863,8,1.0,347,1900.0,946.0
1836,42.341484,-71.087814,10,1.0,,3900.0,220.7
1837,42.343094,-71.08226,9,1.0,,1950.0,351.6
1839,42.345387,-71.08552,4,1.0,,4050.0,300.0
1840,42.34339,-71.08742,5,1.0,,2850.0,108.1
1841,42.341534,-71.08882,10,1.0,,1695.0,220.7
1843,42.34582,-71.08863,8,1.0,,2000.0,946.0
1844,42.34582,-71.08863,8,1.0,,2000.0,946.0
1846,42.343906,-71.088066,5,1.0,,3650.0,108.1
1847,42.34014,-71.09142,2,2.0,,4950.0,306.4
1848,42.345783,-71.085075,4,1.0,,3000.0,300.0
1849,42.34126,-71.08952,10,1.0,250,1250.0,220.7
1850,42.34532,-71.08508,4,1.0,,4050.0,300.0
1851,42.34582,-71.08863,8,1.0,,2000.0,946.0
1852,42.36057,-71.063835,6,1.0,,1800.0,694.1
1853,42.34549,-71.08893,8,1.0,,1800.0,946.0
1855,42.345467,-71.088776,8,1.0,,1825.0,946.0
1856,42.342422,-71.087715,5,3.0,1350,6800.0,108.1
1857,42.34564,-71.08593,4,1.0,,3100.0,300.0
1858,42.345535,-71.08726,4,2.0,,4355.0,300.0
1861,42.34274,-71.08806,5,1.0,,3800.0,108.1
1862,42.335052,-71.107864,9,1.0,620,3000.0,47.9
1863,42.342773,-71.08248,9,2.5,,4750.0,351.6
1864,42.34564,-71.08593,4,1.0,,2165.0,300.0
1865,42.34564,-71.08593,4,1.0,,2195.0,300.0
1866,42.347958,-71.08768,8,2.0,1226,5950.0,144.6
1868,42.343094,-71.08226,9,1.0,,2150.0,351.6
1869,42.343094,-71.08226,9,1.0,,2150.0,351.6
1870,42.341175,-71.091286,2,1.0,840,3700.0,306.4
1872,42.33505,-71.10786,9,1.0,600,3000.0,47.9
1874,42.3421,-71.08291,9,1.0,,2900.0,351.6
1875,42.349407,-71.08562,10,1.0,,3200.0,59.9
1876,42.34532,-71.08508,4,1.0,,4050.0,300.0
1877,42.350525,-71.08678,10,1.0,464,2350.0,59.9
1878,42.350246,-71.08548,10,1.0,810,2690.0,59.9
1880,42.34582,-71.08863,8,1.0,,3300.0,946.0
1881,42.34865,-71.08509,10,1.0,400,4000.0,59.9
1882,42.343197,-71.08676,12,1.0,,2795.0,84.8
1883,42.345783,-71.08773,8,1.5,,4800.0,946.0
1884,42.342773,-71.08248,9,1.0,,2400.0,351.6
1885,42.342773,-71.08248,9,1.0,,2250.0,351.6
1886,42.342773,-71.08248,9,1.0,,3650.0,351.6
1887,42.343197,-71.08676,12,3.0,,3695.0,84.8
1893,42.342865,-71.08193,9,1.0,,2200.0,351.6
1894,42.350063,-71.08668,10,1.0,,2800.0,59.9
1895,42.342125,-71.08845,5,1.0,821,3200.0,108.1
1896,42.342422,-71.087715,5,1.0,1165,4800.0,108.1
1897,42.343094,-71.08226,9,1.0,,2200.0,351.6
1898,42.342632,-71.087326,5,1.0,,1895.0,108.1
1899,42.34153,-71.08264,9,1.0,,2350.0,105.7
1900,42.34153,-71.08264,9,1.0,,2350.0,105.7
1902,42.341305,-71.09165,2,1.0,,4500.0,306.4
1903,42.347958,-71.08768,8,2.0,,8100.0,144.6
1904,42.347958,-71.08768,8,3.5,,18500.0,144.6
1907,42.343094,-71.08226,9,1.0,,2150.0,351.6
1908,42.343052,-71.08342,9,1.0,,1575.0,351.6
1909,42.343052,-71.08342,9,1.0,,1575.0,351.6
1910,42.343094,-71.08226,9,1.0,,2150.0,351.6
1911,42.343052,-71.08342,9,1.0,,1600.0,351.6
1912,42.343094,-71.08226,9,1.0,,2150.0,351.6
1913,42.343094,-71.08226,9,1.0,,2150.0,351.6
1914,42.343052,-71.08342,9,1.0,,1600.0,351.6
1915,42.343094,-71.08226,9,1.0,,2150.0,351.6
1916,42.343094,-71.08226,9,1.0,,2150.0,351.6
1917,42.342907,-71.08287,9,1.0,,1450.0,351.6
1918,42.35039,-71.085464,10,1.0,,2100.0,59.9
1919,42.34274,-71.09005,2,2.0,,5400.0,114.0
1920,42.342773,-71.08248,9,1.0,,1950.0,351.6
1921,42.34274,-71.08806,5,1.0,1000,3700.0,108.1
1923,42.342896,-71.08687,12,1.0,,2000.0,84.8
1924,42.342422,-71.087715,5,1.0,703,2300.0,108.1
1925,42.345783,-71.085075,4,1.0,,2100.0,300.0
1926,42.3454,-71.08564,4,1.0,,4050.0,300.0
1927,42.34274,-71.08806,5,1.0,,3900.0,108.1
1928,42.344692,-71.089134,8,1.0,550,2100.0,946.0
1929,42.342976,-71.08742,5,1.0,,5700.0,108.1
1930,42.34201,-71.087,12,1.0,,2750.0,84.8
1931,42.341606,-71.0859,9,1.0,,1675.0,175.3
1932,42.345387,-71.08552,4,1.0,,4050.0,300.0
1933,42.33963,-71.091866,2,1.0,,1695.0,306.4
1934,42.345387,-71.08552,4,1.0,,4050.0,300.0
1935,42.33505,-71.10786,9,1.0,570,2900.0,47.9
1936,42.345387,-71.08552,4,1.0,,4050.0,300.0
1937,42.344658,-71.08887,8,1.0,,1650.0,946.0
1938,42.34448,-71.08098,5,2.0,1230,2995.0,375.2
1939,42.345474,-71.08616,4,1.0,,4050.0,300.0
1941,42.345387,-71.08552,4,1.0,,4050.0,300.0
1942,42.33227,-71.11113,3,1.5,,3700.0,96.1
1944,42.34944,-71.085495,10,1.0,,3200.0,59.9
1945,42.343674,-71.08745,5,1.0,,2850.0,108.1
1946,42.343094,-71.08226,9,1.0,,2000.0,351.6
1947,42.35039,-71.085464,10,1.0,650,2100.0,59.9
1948,42.34233,-71.09021,2,1.0,,3000.0,114.0
1949,42.344193,-71.082016,1,1.5,,3100.0,419.3
1950,42.342773,-71.08248,9,1.0,,2175.0,351.6
1951,42.342773,-71.08248,9,1.0,,2200.0,351.6
1952,42.342773,-71.08248,9,1.0,,2200.0,351.6
1953,42.343197,-71.08676,12,1.0,,2750.0,84.8
1954,42.342773,-71.08248,9,1.0,,1750.0,351.6
1955,42.342773,-71.08248,9,1.0,,1750.0,351.6
1956,42.342773,-71.08248,9,1.0,,2200.0,351.6
1957,42.346546,-71.08685,6,1.0,,1800.0,338.7
1958,42.342773,-71.08248,9,1.0,,2150.0,351.6
1959,42.343197,-71.08676,12,1.0,,2295.0,84.8
1960,42.343254,-71.08715,12,1.0,,3750.0,84.8
1961,42.3427,-71.089554,5,1.0,750,2400.0,108.1
1962,42.33793,-71.09944,1,1.0,,2100.0,782.8
1963,42.33793,-71.09944,1,1.0,,3300.0,782.8
1964,42.343254,-71.08715,12,1.0,,3325.0,84.8
1965,42.33793,-71.09944,1,1.0,,1865.0,782.8
1966,42.33793,-71.09944,1,1.0,,1735.0,782.8
1967,42.33793,-71.09944,1,1.0,,2500.0,782.8
